TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Status,Age,Age Class,SP,Frequency,rEQUENCY,No.of Individual of Species,Density,AGB,BGBC,AGBC,BGB,Carbon,Price of Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,Volume Growth,% Volume Growth,Harvest / Post-Felling,Damage,Lifespan,Species_V1,age_1
3130,EUGEC1,33,2,48,138.4,2021.00,0,Dead,Dead,0,Dead,,,16,16,8,0,0,0,0,0,0,0,0,0.12,0,82.3,82.43,0,0,0,0,0,,0,0,NonDipterocarp,0
3130A,LITHCO,33,2,48,136.2,2021.00,0,Dead,Dead,0,Dead,,,1,1,0.5,0,0,0,0,0,0,0,0,0.01,0,5.14,5.15,0,0,0,0,0,,0,0,NonDipterocarp,0
3130B,SHOROV,33,2,47,136.6,2021.00,17.5,Understory,Alive,9,Young,,,4,4,2,904.82,212.63,425.27,452.41,0.04,1.32,0.16,0.08,0.03,7.75,20.58,28.36,1.8,0.9,22.2,218.63,2.19,Small Trees,50,0,Dipterocarp,17
3130C,MILLAT,33,2,50,137.4,2021.00,19.2,Understory,Alive,9,Young,,,11,11,5.5,3344.12,785.87,"1,571.74","1,672.06",0.16,4.87,0.17,0.09,0.09,8.51,56.58,65.18,1.4,0.7,23.6,278.86,2.79,Small Trees,50,0,NonDipterocarp,18
3132,ANI1LA,33,2,54.7,137.6,2021.00,24.3,Understory,Alive,56,Intermediate,,,11,11,5.5,7186.35,"1,688.79","3,377.59","3,593.18",0.34,10.47,0.22,0.11,0.09,10.77,56.58,67.44,0.6,0.3,27,512.71,5.13,Small Trees,50,0,NonDipterocarp,20
3132A,CRY1CA,33,2,57.4,139.6,2021.00,0,Dead,Dead,0,Dead,,,1,1,0.5,0,0,0,0,0,0,0,0,0.01,0,5.14,5.15,-20.1,-10.05,0,0,0,,0,9,NonDipterocarp,0
3133,CALOWA,33,2,54.8,137.1,2021.00,24.6,Understory,Alive,55,Intermediate,,,8,8,4,5441.86,"1,278.84","2,557.67","2,720.93",0.26,7.93,0.22,0.11,0.06,10.9,41.15,52.11,0.1,0.05,27.2,529.04,5.29,Small Trees,50,11,NonDipterocarp,20
3133A,AIDICO,33,2,57.4,139.6,2021.00,21.6,Understory,Alive,6,Young,,,4,4,2,1778.22,417.88,835.76,889.11,0.08,2.59,0.19,0.1,0.03,9.57,20.58,30.18,1.2,0.6,25.3,378.76,3.79,Small Trees,50,0,NonDipterocarp,19
3134,SHORP2,33,2,55.2,134.6,2021.00,96.9,Emergent,Alive,81,Mature,,,23,23,11.5,2002562.61,"470,602.21","941,204.43","1,001,281.31",94.12,"2,917.73",0.86,0.43,0.18,42.94,118.31,161.43,0.2,0.1,46.4,"13,984.17",139.84,Exploitable,20,0,Dipterocarp,47
3134A,SHORM1,33,2,50.8,130.2,2021.00,15.1,Understory,Alive,6,Young,,,42,42,21,5973.58,"1,403.79","2,807.58","2,986.79",0.28,8.7,0.13,0.07,0.33,6.69,216.05,223.07,1.3,0.65,20.2,147.84,1.48,Small Trees,50,10,Dipterocarp,16
3135,ARCHBU,33,2,51.3,135.9,2021.00,0,Dead,Dead,0,Dead,,,23,23,11.5,0,0,0,0,0,0,0,0,0.18,0,118.31,118.49,0,0,0,0,0,,0,0,NonDipterocarp,0
3136,MESURA,33,2,53,131.4,2021.00,0,Dead,Dead,0,Dead,,,16,16,8,0,0,0,0,0,0,0,0,0.13,0,82.3,82.43,0,0,0,0,0,,0,0,NonDipterocarp,0
3137,ARCHBU,33,2,52.5,128.8,2021.00,0,Dead,Dead,0,Dead,,,23,23,11.5,0,0,0,0,0,0,0,0,0.18,0,118.31,118.49,0,0,0,0,0,,0,0,NonDipterocarp,0
3138,SAR1GR,33,2,53.8,128.6,2021.00,42.9,Canopy,Alive,62,Mature,,,10,10,5,44900.03,"10,551.51","21,103.01","22,450.01",2.11,65.42,0.38,0.19,0.08,19.01,51.44,70.53,0.9,0.45,35.7,"2,106.25",21.06,Ingrowth,40,9,NonDipterocarp,27
3138A,CANALL,33,2,52.6,123,2021.00,0,Dead,Dead,0,Dead,,,2,2,1,0,0,0,0,0,0,0,0,0.02,0,10.29,10.3,0,0,0,0,0,,0,24,NonDipterocarp,0
3139,ALANRI,33,2,54.3,128.6,2021.00,0,Dead,Dead,0,Dead,,,16,16,8,0,0,0,0,0,0,0,0,0.13,0,82.3,82.43,-30.2,-15.1,0,0,0,,0,9,NonDipterocarp,0
3140,BUCHSE,33,2,59.6,129.3,2021.00,0,Dead,Dead,0,Dead,,,13,13,6.5,0,0,0,0,0,0,0,0,0.1,0,66.87,66.97,0,0,0,0,0,,0,0,NonDipterocarp,0
3141,KNEMSC,33,2,56,125.5,2021.00,22.3,Understory,Alive,55,Intermediate,,,15,15,7.5,7397.34,"1,738.37","3,476.75","3,698.67",0.35,10.78,0.2,0.1,0.12,9.88,77.16,87.16,1,0.5,25.8,411.26,4.11,Small Trees,50,0,NonDipterocarp,19
3143,ARTODA,33,2,58,122.3,2021.00,0,Dead,Dead,0,Dead,,,2,2,1,0,0,0,0,0,0,0,0,0.02,0,10.29,10.3,0,0,0,0,0,,0,0,NonDipterocarp,0
3260,PAYELU,33,2,40,139.6,2021.00,17.5,Understory,Alive,54,Intermediate,,,12,12,6,2714.47,637.9,"1,275.80","1,357.23",0.13,3.95,0.16,0.08,0.09,7.75,61.73,69.58,-0.2,-0.1,22.2,218.63,2.19,Small Trees,50,8,NonDipterocarp,17
3144,ELATTA,34,2,62.5,122.8,2021.00,0,Dead,Dead,0,Dead,,,7,7,3.5,0,0,0,0,0,0,0,0,0.06,0,36.01,36.06,0,0,0,0,0,,0,9,NonDipterocarp,0
3145,DIOSSI,34,2,62.2,124.6,2021.00,16.8,Understory,Alive,56,Intermediate,,,3,3,1.5,596.37,140.15,280.29,298.19,0.03,0.87,0.15,0.07,0.02,7.44,15.43,22.9,-0.4,-0.2,21.7,196.29,1.96,Small Trees,50,0,NonDipterocarp,17
3145A,CALODE,34,2,62.2,123.8,2021.00,13.1,Understory,Alive,9,Young,,,1,1,0.5,91.64,18.79,43.07,39.97,0,0.13,0.12,0.06,0.01,5.8,5.14,10.96,0.8,0.4,18.3,100.96,1.01,,0,5,NonDipterocarp,16
3145B,SCHOAC,34,2,62,125.6,2021.00,20,Understory,Alive,9,Young,,,4,4,2,1386.45,325.82,651.63,693.23,0.07,2.02,0.18,0.09,0.03,8.86,20.58,29.47,0.7,0.35,24.2,310.19,3.1,Small Trees,50,0,NonDipterocarp,18
3146,PTYCCO,34,2,60.6,127.1,2021.00,0,Dead,Dead,0,Dead,,,14,14,7,0,0,0,0,0,0,0,0,0.11,0,72.02,72.13,0,0,0,0,0,,0,0,NonDipterocarp,0
3147,SANTRU,34,2,64.6,125.1,2021.00,0,Dead,Dead,0,Dead,,,2,2,1,0,0,0,0,0,0,0,0,0.02,0,10.29,10.3,0,0,0,0,0,,0,17,NonDipterocarp,0
3148,DACRRO,34,2,69.2,123.3,2021.00,0,Dead,Dead,0,Dead,,,9,9,4.5,0,0,0,0,0,0,0,0,0.07,0,46.3,46.37,0,0,0,0,0,,0,7,NonDipterocarp,0
3149,LITSFE,34,2,66.4,130.1,2021.00,0,Dead,Dead,0,Dead,,,2,2,1,0,0,0,0,0,0,0,0,0.02,0,10.29,10.3,0,0,0,0,0,,0,0,NonDipterocarp,0
3150,ELAEFL,34,2,65.4,138.3,2021.00,39.3,Canopy,Alive,50,Intermediate,,,1,1,0.5,3310.44,777.95,"1,555.91","1,655.22",0.16,4.82,0.35,0.17,0.01,17.41,5.14,22.57,4.6,2.3,34.3,"1,702.77",17.03,Ingrowth,40,0,NonDipterocarp,25
3150A,SINDEC,34,2,63.4,129.4,2021.00,17.3,Understory,Alive,30,Intermediate,,,2,2,1,436.22,102.51,205.02,218.11,0.02,0.64,0.15,0.08,0.02,7.67,10.29,17.97,0.9,0.45,22.1,212.1,2.12,Small Trees,50,0,NonDipterocarp,17
3150B,SANDKO,34,2,64.9,128.8,2021.00,14,Understory,Alive,9,Young,,,8,8,4,899.61,211.41,422.82,449.8,0.04,1.31,0.12,0.06,0.06,6.2,41.15,47.42,0.5,0.25,19.2,120.74,1.21,,0,2,NonDipterocarp,16
3151,NEOSKI,34,2,66.4,138.5,2021.00,0,Dead,Dead,0,Dead,,,13,13,6.5,0,0,0,0,0,0,0,0,0.1,0,66.87,66.98,0,0,0,0,0,,0,0,NonDipterocarp,0
3152,RYPAKU,34,2,60.1,139.7,2021.00,0,Dead,Dead,0,Dead,,,22,22,11,0,0,0,0,0,0,0,0,0.17,0,113.17,113.34,0,0,0,0,0,,0,0,NonDipterocarp,0
3152A,SANTTO,34,2,62.4,139.8,2021.00,23.6,Understory,Alive,32,Intermediate,,,9,9,4.5,5341.54,"1,255.26","2,510.52","2,670.77",0.25,7.78,0.21,0.1,0.07,10.46,46.3,56.83,2.1,1.05,26.6,475.74,4.76,Small Trees,50,0,NonDipterocarp,19
3153,HORSFL,34,2,71.2,137.5,2021.00,0,Dead,Dead,0,Dead,,,2,2,1,0,0,0,0,0,0,0,0,0.02,0,10.29,10.3,0,0,0,0,0,,0,0,NonDipterocarp,0
3153A,PERKSP,34,2,71.2,138.8,2021.00,0,Dead,Dead,0,Dead,,,1,1,0.5,0,0,0,0,0,0,0,0,0.01,0,5.14,5.15,0,0,0,0,0,,0,0,NonDipterocarp,0
3154,MESUFE,34,2,71.6,137.7,2021.00,0,Dead,Dead,0,Dead,,,15,15,7.5,0,0,0,0,0,0,0,0,0.12,0,77.16,77.28,0,0,0,0,0,,0,0,NonDipterocarp,0
3155,BACCRE,34,2,75.4,136.4,2021.00,0,Dead,Dead,0,Dead,,,10,10,5,0,0,0,0,0,0,0,0,0.08,0,51.44,51.52,0,0,0,0,0,,0,0,NonDipterocarp,0
3156,BACCPA,34,2,78.3,137.5,2021.00,0,Dead,Dead,0,Dead,,,2,2,1,0,0,0,0,0,0,0,0,0.02,0,10.29,10.3,0,0,0,0,0,,0,13,NonDipterocarp,0
3157,SHORP2,34,2,77.8,134.6,2021.00,0,Dead,Dead,0,Dead,,,23,23,11.5,0,0,0,0,0,0,0,0,0.18,0,118.31,118.5,0,0,0,0,0,,0,0,Dipterocarp,0
3158,VATIBE,34,2,79.6,134.3,2021.00,18.4,Understory,Alive,54,Intermediate,,,11,11,5.5,2918.63,685.88,"1,371.76","1,459.31",0.14,4.25,0.16,0.08,0.09,8.15,56.58,64.83,0.2,0.1,23,249.45,2.49,Small Trees,50,4,NonDipterocarp,18
3158A,XERONO,34,2,79.5,133.2,2021.00,17,Understory,Alive,9,Young,,,21,21,10.5,4333.65,"1,018.41","2,036.82","2,166.82",0.2,6.31,0.15,0.08,0.17,7.53,108.02,115.73,1.3,0.65,21.8,202.53,2.03,Small Trees,50,11,NonDipterocarp,17
3159,DIPTC1,34,2,77.2,132.3,2021.00,14.6,Understory,Alive,54,Intermediate,,,27,27,13.5,3457.96,812.62,"1,625.24","1,728.98",0.16,5.04,0.13,0.06,0.22,6.47,138.89,145.57,-0.3,-0.15,19.7,135.12,1.35,,0,6,Dipterocarp,16
3159A,SHORM1,34,2,76,131.2,2021.00,12.8,Understory,Alive,9,Young,,,42,42,21,3585.03,842.48,"1,684.96","1,792.51",0.17,5.22,0.11,0.06,0.34,5.67,216.05,222.06,0.6,0.3,18,94.84,0.95,,0,10,Dipterocarp,15
3160,ANI1LA,34,2,74.3,132.6,2021.00,0,Dead,Dead,0,Dead,,,11,11,5.5,0,0,0,0,0,0,0,0,0.09,0,56.58,56.67,0,0,0,0,0,,0,0,NonDipterocarp,0
3161,VATIBE,34,2,71.4,130.8,2021.00,0,Dead,Dead,0,Dead,,,11,11,5.5,0,0,0,0,0,0,0,0,0.09,0,56.58,56.67,0,0,0,0,0,,0,4,NonDipterocarp,0
3161A,GIROSU,34,2,72.8,129,2021.00,14.7,Understory,Alive,37,Intermediate,,,1,1,0.5,130.82,26.82,61.49,57.06,0.01,0.19,0.13,0.07,0.01,6.51,5.14,11.67,0.2,0.1,19.8,137.61,1.38,,0,0,NonDipterocarp,16
3161B,EUGECL,34,2,0,0,2021.00,0,Dead,Dead,0,Dead,,,8,8,4,0,0,0,0,0,0,0,0,0.06,0,41.15,41.22,0,0,0,0,0,,0,0,NonDipterocarp,0
3161C,ALANEB,34,2,73.4,128.8,2021.00,15.6,Understory,Alive,9,Young,,,9,9,4.5,1417.23,333.05,666.1,708.62,0.07,2.06,0.14,0.07,0.07,6.91,46.3,53.28,1,0.5,20.6,161.25,1.61,Small Trees,50,5,NonDipterocarp,16
3162,KNEMSC,34,2,75.7,129.7,2021.00,23.3,Understory,Alive,56,Intermediate,,,15,15,7.5,8537.07,"2,006.21","4,012.42","4,268.54",0.4,12.44,0.21,0.1,0.12,10.32,77.16,87.61,0.3,0.15,26.4,460.38,4.6,Small Trees,50,0,NonDipterocarp,19
3163,APORSY,34,2,78.6,129.7,2021.00,0,Dead,Dead,0,Dead,,,2,2,1,0,0,0,0,0,0,0,0,0.02,0,10.29,10.3,0,0,0,0,0,,0,7,NonDipterocarp,0
3164,PEN1MO,34,2,70.3,127.6,2021.00,40.2,Canopy,Alive,55,Intermediate,,,8,8,4,28645.43,"6,731.68","13,463.35","14,322.71",1.35,41.74,0.36,0.18,0.06,17.81,41.15,59.03,0.3,0.15,34.7,"1,799.26",17.99,Ingrowth,40,0,NonDipterocarp,26
3164A,DRYPLO,34,2,70.6,127.8,2021.00,11.5,Understory,Alive,9,Young,,,17,17,8.5,1047.73,246.22,492.43,523.86,0.05,1.53,0.1,0.05,0.14,5.1,87.45,92.68,0,0,16.7,70.91,0.71,,0,0,NonDipterocarp,15
3164B,LANSDO,34,2,70.6,126.5,2021.00,13.1,Understory,Alive,9,Young,,,13,13,6.5,1191.29,279.95,559.91,595.65,0.06,1.74,0.12,0.06,0.11,5.8,66.87,72.78,0.7,0.35,18.3,100.96,1.01,,0,0,NonDipterocarp,16
3164C,MONOMA,34,2,71.4,125.9,2021.00,16.8,Understory,Alive,9,Young,,,30,30,15,5963.71,"1,401.47","2,802.94","2,981.85",0.28,8.69,0.15,0.07,0.24,7.44,154.32,162.01,1.3,0.65,21.7,196.29,1.96,Small Trees,50,11,NonDipterocarp,17
3165,XERONO,34,2,72.8,124.8,2021.00,22.6,Understory,Alive,55,Intermediate,,,21,21,10.5,10817.58,"2,542.13","5,084.26","5,408.79",0.51,15.76,0.2,0.1,0.17,10.01,108.02,118.21,0.9,0.45,26,425.66,4.26,Small Trees,50,11,NonDipterocarp,19
3166,XANTST,34,2,73.1,124.4,2021.00,0,Dead,Dead,0,Dead,,,7,7,3.5,0,0,0,0,0,0,0,0,0.06,0,36.01,36.07,-59.9,-29.95,0,0,0,,0,0,NonDipterocarp,0
3167,HERISI,34,2,71.6,123.6,2021.00,0,Dead,Dead,0,Dead,,,4,4,2,0,0,0,0,0,0,0,0,0.03,0,20.58,20.61,0,0,0,0,0,,0,0,NonDipterocarp,0
3168,MADHL1,34,2,77.3,125,2021.00,43.2,Canopy,Alive,58,Intermediate,,,3,3,1.5,13802.03,"3,243.48","6,486.95","6,901.01",0.65,20.11,0.38,0.19,0.02,19.14,15.43,34.6,0.2,0.1,35.8,"2,142.00",21.42,Ingrowth,40,13,NonDipterocarp,27
3169,DIPTC1,34,2,78.4,122,2021.00,79.4,Emergent,Alive,77,Mature,,,27,27,13.5,1114130.45,"261,820.66","523,641.31","557,065.23",52.36,"1,623.29",0.7,0.35,0.22,35.18,138.89,174.29,0.2,0.1,44.1,"8,918.64",89.19,Exploitable,20,6,Dipterocarp,40
3169A,POL1SU,34,2,77.8,121.8,2021.00,15.6,Understory,Alive,9,Young,,,6,6,3,944.82,222.03,444.07,472.41,0.04,1.38,0.14,0.07,0.05,6.91,30.86,37.83,1.1,0.55,20.6,161.25,1.61,Small Trees,50,0,NonDipterocarp,16
3198,AAAAAA,35,2,0,0,2021.00,0,Dead,Dead,0,Dead,,,12,12,6,0,0,0,0,0,0,0,0,0.1,0,61.73,61.83,0,0,0,0,0,,0,0,NonDipterocarp,0
3170,SCA1SP,35,2,81,120.4,2021.00,17.2,Understory,Alive,55,Intermediate,,,12,12,6,2569.72,603.89,"1,207.77","1,284.86",0.12,3.74,0.15,0.08,0.1,7.62,61.73,69.45,0.2,0.1,22,208.88,2.09,Small Trees,50,0,NonDipterocarp,17
3171,XERONO,35,2,85.9,120,2021.00,21.8,Understory,Alive,54,Intermediate,,,21,21,10.5,9619.43,"2,260.57","4,521.13","4,809.72",0.45,14.02,0.19,0.1,0.17,9.66,108.02,117.86,0.9,0.45,25.4,387.88,3.88,Small Trees,50,11,NonDipterocarp,19
3172,SANTLA,35,2,88.2,121.1,2021.00,0,Dead,Dead,0,Dead,,,18,18,9,0,0,0,0,0,0,0,0,0.15,0,92.59,92.74,0,0,0,0,0,,0,4,NonDipterocarp,0
3173,ARDICO,35,2,85.4,123.2,2021.00,0,Dead,Dead,0,Dead,,,3,3,1.5,0,0,0,0,0,0,0,0,0.02,0,15.43,15.46,0,0,0,0,0,,0,16,NonDipterocarp,0
3174,XANTST,35,2,87.7,123.6,2021.00,0,Dead,Dead,0,Dead,,,7,7,3.5,0,0,0,0,0,0,0,0,0.06,0,36.01,36.07,0,0,0,0,0,,0,0,NonDipterocarp,0
3175,SHORAC,35,2,89.6,123.3,2021.00,0,Dead,Dead,0,Dead,,,17,17,8.5,0,0,0,0,0,0,0,0,0.14,0,87.45,87.59,0,0,0,0,0,,0,0,Dipterocarp,0
3176,TIMOWA,35,2,87.5,126.8,2021.00,0,Dead,Dead,0,Dead,,,3,3,1.5,0,0,0,0,0,0,0,0,0.02,0,15.43,15.46,0,0,0,0,0,,0,0,NonDipterocarp,0
3176A,IXONIC,35,2,88.6,127.8,2021.00,0,Dead,Dead,0,Dead,,,21,21,10.5,0,0,0,0,0,0,0,0,0.17,0,108.02,108.2,0,0,0,0,0,,0,0,NonDipterocarp,0
3178,PTEREC,35,2,91.7,128.2,2021.00,0,Dead,Dead,0,Dead,,,8,8,4,0,0,0,0,0,0,0,0,0.07,0,41.15,41.22,0,0,0,0,0,,0,0,NonDipterocarp,0
3179,MONOMA,35,2,89.7,129.4,2021.00,23.8,Understory,Alive,55,Intermediate,,,30,30,15,18304.94,"4,301.66","8,603.32","9,152.47",0.86,26.67,0.21,0.11,0.25,10.55,154.32,165.12,0.8,0.4,26.7,486.15,4.86,Small Trees,50,11,NonDipterocarp,20
3180,EUGEGR,35,2,82.6,128,2021.00,0,Dead,Dead,0,Dead,,,10,10,5,0,0,0,0,0,0,0,0,0.08,0,51.44,51.52,0,0,0,0,0,,0,6,NonDipterocarp,0
3180A,BARRPE,35,2,83.7,127.4,2021.00,12.5,Understory,Alive,9,Young,,,7,7,3.5,555.73,130.6,261.19,277.87,0.03,0.81,0.11,0.06,0.06,5.54,36.01,41.61,0.8,0.4,17.7,88.94,0.89,,0,5,NonDipterocarp,15
3181,EUGESU,35,2,81,129.8,2021.00,0,Dead,Dead,0,Dead,,,5,5,2.5,0,0,0,0,0,0,0,0,0.04,0,25.72,25.76,0,0,0,0,0,,0,7,NonDipterocarp,0
3182,BLUMTO,35,2,82.6,134.5,2021.00,0,Dead,Dead,0,Dead,,,2,2,1,0,0,0,0,0,0,0,0,0.02,0,10.29,10.3,0,0,0,0,0,,0,0,NonDipterocarp,0
3182A,XERONO,35,2,82.5,137.6,2021.00,23.3,Understory,Alive,50,Intermediate,,,21,21,10.5,11951.9,"2,808.70","5,617.39","5,975.95",0.56,17.41,0.21,0.1,0.17,10.32,108.02,118.52,0,0,26.4,460.38,4.6,Small Trees,50,11,NonDipterocarp,19
3182B,XANTEU,35,2,82,139.6,2021.00,11.8,Understory,Alive,37,Intermediate,,,32,32,16,2132.05,501.03,"1,002.06","1,066.02",0.1,3.11,0.1,0.05,0.27,5.23,164.61,170.1,0.2,0.1,17,76.06,0.76,,0,15,NonDipterocarp,15
3182C,CALODI,35,2,83.8,132.8,2021.00,13.6,Understory,Alive,9,Young,,,20,20,10,2056.51,483.28,966.56,"1,028.25",0.1,3,0.12,0.06,0.17,6.03,102.88,109.07,0.1,0.05,18.8,111.69,1.12,,0,5,NonDipterocarp,16
3182D,NEOBHE,35,2,84.4,130.2,2021.00,12.9,Understory,Alive,9,Young,,,10,10,5,874.16,205.43,410.85,437.08,0.04,1.27,0.11,0.06,0.08,5.72,51.44,57.24,0.1,0.05,18.1,96.85,0.97,,0,0,NonDipterocarp,15
3183,XANTRU,35,2,88.2,131.8,2021.00,0,Dead,Dead,0,Dead,,,8,8,4,0,0,0,0,0,0,0,0,0.07,0,41.15,41.22,0,0,0,0,0,,0,6,NonDipterocarp,0
3184,BRACHO,35,2,88.8,134.8,2021.00,35.2,Canopy,Alive,57,Intermediate,,,1,1,0.5,2265.66,532.43,"1,064.86","1,132.83",0.11,3.3,0.31,0.16,0.01,15.6,5.14,20.75,3.1,1.55,32.7,"1,299.86",13,Ingrowth,40,0,NonDipterocarp,24
3184A,LITHCU,35,2,88.4,136.7,2021.00,61.6,Emergent,Alive,42,Intermediate,,,11,11,5.5,178907.77,"42,043.33","84,086.65","89,453.89",8.41,260.67,0.55,0.27,0.09,27.29,56.58,83.97,0.2,0.1,40.8,"4,969.55",49.7,Exploitable,20,0,NonDipterocarp,33
3184B,CYATRA,35,2,90,133,2021.00,12.4,Understory,Alive,9,Young,,,7,7,3.5,542.28,127.44,254.87,271.14,0.03,0.79,0.11,0.05,0.06,5.49,36.01,41.56,1.2,0.6,17.6,87.02,0.87,,0,0,NonDipterocarp,15
3184C,CLE1SU,35,2,90.2,138.5,2021.00,12.2,Understory,Alive,9,Young,,,9,9,4.5,663.53,155.93,311.86,331.76,0.03,0.97,0.11,0.05,0.08,5.41,46.3,51.78,0.1,0.05,17.4,83.27,0.83,,0,0,NonDipterocarp,15
3184D,DIOSBU,35,2,89.7,139.6,2021.00,11.8,Understory,Alive,9,Young,,,10,10,5,666.27,156.57,313.14,333.13,0.03,0.97,0.1,0.05,0.08,5.23,51.44,56.75,0.1,0.05,17,76.06,0.76,,0,0,NonDipterocarp,15
3185,DACRR1,35,2,84.4,136.5,2021.00,0,Dead,Dead,0,Dead,,,44,44,22,0,0,0,0,0,0,0,0,0.37,0,226.34,226.71,0,0,0,0,0,,0,0,NonDipterocarp,0
3186,SHORP2,35,2,85.3,137.4,2021.00,0,Dead,Dead,0,Dead,,,23,23,11.5,0,0,0,0,0,0,0,0,0.19,0,118.31,118.51,0,0,0,0,0,,0,0,Dipterocarp,0
3187,LITHCU,35,2,92.1,135.8,2021.00,0,Dead,Dead,0,Dead,,,11,11,5.5,0,0,0,0,0,0,0,0,0.09,0,56.58,56.68,0,0,0,0,0,,0,0,NonDipterocarp,0
3188,CYNOMA,35,2,93.4,135.5,2021.00,50.7,Canopy,Alive,60,Mature,,,10,10,5,80877.71,"19,006.26","38,012.52","40,438.86",3.8,117.84,0.45,0.22,0.08,22.47,51.44,73.99,0.2,0.1,38.1,"3,142.70",31.43,Exploitable,30,0,NonDipterocarp,29
3188A,ARTOSC,35,2,91.1,135.6,2021.00,0,Dead,Dead,0,Dead,,,5,5,2.5,0,0,0,0,0,0,0,0,0.04,0,25.72,25.76,0,0,0,0,0,,0,0,NonDipterocarp,0
3188B,SHORM1,35,2,93,137.5,2021.00,17.4,Understory,Alive,9,Young,,,42,42,21,9329.54,"2,192.44","4,384.88","4,664.77",0.44,13.59,0.15,0.08,0.36,7.71,216.05,224.12,0.5,0.25,22.2,215.35,2.15,Small Trees,50,10,Dipterocarp,17
3188C,DACRR1,35,2,93,138.6,2021.00,0,Dead,Dead,0,Dead,,,44,44,22,0,0,0,0,0,0,0,0,0.37,0,226.34,226.71,-14.6,-7.3,0,0,0,,0,0,NonDipterocarp,0
3189,PAROVA,35,2,97.5,134.1,2021.00,25.6,Understory,Alive,55,Intermediate,,,7,7,3.5,5431,"1,276.28","2,552.57","2,715.50",0.26,7.91,0.23,0.11,0.06,11.34,36.01,47.41,0.1,0.05,27.8,585.59,5.86,Small Trees,50,6,NonDipterocarp,20
3190,HOMADI,35,2,97.8,131.7,2021.00,53.5,Canopy,Alive,70,Mature,,,1,1,0.5,9794.76,"2,301.77","4,603.54","4,897.38",0.46,14.27,0.47,0.24,0.01,23.71,5.14,28.86,0.1,0.05,38.9,"3,569.58",35.7,Exploitable,30,0,NonDipterocarp,30
3190A,ORMOVE,35,2,98.5,130.4,2021.00,0,Dead,Dead,0,Dead,,,1,1,0.5,0,0,0,0,0,0,0,0,0.01,0,5.14,5.15,0,0,0,0,0,,0,15,NonDipterocarp,0
3191,IXONIC,35,2,96.9,128,2021.00,31,Canopy,Alive,55,Intermediate,,,21,21,10.5,30890.89,"7,259.36","14,518.72","15,445.44",1.45,45.01,0.27,0.14,0.18,13.74,108.02,121.94,0.4,0.2,30.7,948.52,9.49,Ingrowth,40,0,NonDipterocarp,22
3192,SAR1GR,35,2,93.7,130.1,2021.00,40.8,Canopy,Alive,56,Intermediate,,,10,10,5,37696.98,"8,858.79","17,717.58","18,848.49",1.77,54.92,0.36,0.18,0.09,18.08,51.44,69.6,2.4,1.2,34.9,"1,865.20",18.65,Ingrowth,40,9,NonDipterocarp,26
3193,SANDKO,35,2,93.2,130.5,2021.00,19.4,Understory,Alive,55,Intermediate,,,8,8,4,2514.28,590.86,"1,181.71","1,257.14",0.12,3.66,0.17,0.09,0.07,8.6,41.15,49.82,0.4,0.2,23.7,286.51,2.87,Small Trees,50,2,NonDipterocarp,18
3194,CYNOMA,35,2,97.1,126.5,2021.00,25.2,Understory,Alive,55,Intermediate,,,10,10,5,7365.03,"1,730.78","3,461.57","3,682.52",0.35,10.73,0.22,0.11,0.09,11.17,51.44,62.69,0.8,0.4,27.6,562.58,5.63,Small Trees,50,0,NonDipterocarp,20
3195,HORSS2,35,2,97.3,123.6,2021.00,42.8,Canopy,Alive,59,Intermediate,,,5,5,2.5,22267.78,"5,232.93","10,465.86","11,133.89",1.05,32.44,0.38,0.19,0.04,18.96,25.72,44.73,0.1,0.05,35.6,"2,094.41",20.94,Ingrowth,40,0,NonDipterocarp,27
3196,DIOSLA,35,2,99.3,123.7,2021.00,0,Dead,Dead,0,Dead,,,5,5,2.5,0,0,0,0,0,0,0,0,0.04,0,25.72,25.76,0,0,0,0,0,,0,8,NonDipterocarp,0
3197,SCA2MA,35,2,91.6,121.6,2021.00,0,Dead,Dead,0,Dead,,,8,8,4,0,0,0,0,0,0,0,0,0.07,0,41.15,41.22,0,0,0,0,0,,0,0,NonDipterocarp,0
3197A,CALOTE,35,2,94.3,122,2021.00,0,Dead,Dead,0,Dead,,,6,6,3,0,0,0,0,0,0,0,0,0.05,0,30.86,30.92,0,0,0,0,0,,0,0,NonDipterocarp,0
3197B,XERONO,35,2,93.7,123,2021.00,16.8,Understory,Alive,9,Young,,,21,21,10.5,4174.6,981.03,"1,962.06","2,087.30",0.2,6.08,0.15,0.07,0.18,7.44,108.02,115.65,0.4,0.2,21.7,196.29,1.96,Small Trees,50,11,NonDipterocarp,17
3199,MANGQU,36,2,87.9,140.5,2021.00,0,Dead,Dead,0,Dead,,,14,14,7,0,0,0,0,0,0,0,0,0.12,0,72.02,72.14,0,0,0,0,0,,0,0,NonDipterocarp,0
3200,XERONO,36,2,88.4,140.7,2021.00,0,Dead,Dead,0,Dead,,,21,21,10.5,0,0,0,0,0,0,0,0,0.18,0,108.02,108.21,0,0,0,0,0,,0,11,NonDipterocarp,0
3201,CYATRA,36,2,89.3,142.2,2021.00,0,Dead,Dead,0,Dead,,,7,7,3.5,0,0,0,0,0,0,0,0,0.06,0,36.01,36.07,0,0,0,0,0,,0,0,NonDipterocarp,0
