TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Size Class by Inch,Status,Age,Age Class,Density,AGB,Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,LifeSpan
2389D,SHOROV,4,1,74.2,3.5,2021,45,Canopy,18-23,Alive,9,Young,2.00,"21,231.49",1.00,0.40,0.20,400.00,19.94,200.00,619.94,0.70,0.35,36.4,0
2390,KNEMSC,4,1,68.2,6.5,2021,0.0,Dead,0,Dead,0,Dead,7.50,0.00,0.00,0.00,0.00,"1,500.00",0.00,750.00,"2,250.00",0.00,0.00,0.0,0
2391,APORPR,4,1,69.4,7.2,2021,11.7,Understory,1-5,Alive,54,Intermediate,3.50,454.51,0.02,0.10,0.05,700.00,5.18,350.00,"1,055.18",0.10,0.05,16.9,0
2391A,DACRRI,4,1,71.0,7.6,2021,20.8,Understory,6-11,Alive,28,Intermediate,0.50,393.38,0.02,0.18,0.09,100.00,9.22,50.00,159.22,-0.80,-0.40,24.7,7
2391B,LITHEW,4,1,71.5,7.0,2021,14.2,Understory,6-11,Alive,9,Young,3.00,704.99,0.03,0.13,0.06,600.00,6.29,300.00,906.29,1.90,0.95,19.4,0
2392,CASTME,4,1,68.4,9.1,2021,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,0
2393,ALPHMA,4,1,71.2,11.0,2021,0.0,Dead,0,Dead,0,Dead,5.50,0.00,0.00,0.00,0.00,"1,100.00",0.00,550.00,"1,650.00",0.00,0.00,0.0,0
2394,XANTEU,4,1,71.1,14.3,2021,0.0,Dead,0,Dead,0,Dead,16.00,0.00,0.00,0.00,0.00,"3,200.00",0.00,"1,600.00","4,800.00",0.00,0.00,0.0,15
2395,ALPHMA,4,1,67.7,15.7,2021,0.0,Dead,0,Dead,0,Dead,5.50,0.00,0.00,0.00,0.00,"1,100.00",0.00,550.00,"1,650.00",0.00,0.00,0.0,0
2395A,SHORL1,4,1,68.7,18.9,2021,14.5,Understory,6-11,Alive,50,Intermediate,9.00,"2,256.62",0.11,0.13,0.06,"1,800.00",6.42,900.00,"2,706.42",-25.50,-12.75,19.7,0
2395B,SHORAC,4,1,69.1,17.1,2021,37.1,Canopy,12-17,Alive,37,Intermediate,8.50,"46,130.63",2.17,0.33,0.16,"1,700.00",16.44,850.00,"2,566.44",3.70,1.85,33.5,0
2395C,ARCHDU,4,1,67.8,16.1,2021,15.3,Understory,6-11,Alive,9,Young,0.50,148.19,0.01,0.14,0.07,100.00,6.78,50.00,156.78,1.30,0.65,20.4,0
2395D,MACALO,4,1,67.9,16.5,2021,11,Understory,1-5,Alive,9,Young,17.00,"1,832.71",0.09,0.10,0.05,"3,400.00",4.87,"1,700.00","5,104.87",0.00,0.00,16.2,0
2395E,DIOSRU,4,1,66.5,15.2,2021,17.7,Understory,6-11,Alive,9,Young,1.00,469.03,0.02,0.16,0.08,200.00,7.84,100.00,307.84,0.60,0.30,22.4,25
2396,PORTAN,4,1,65.0,16.8,2021,0.0,Dead,0,Dead,0,Dead,11.50,0.00,0.00,0.00,0.00,"2,300.00",0.00,"1,150.00","3,450.00",0.00,0.00,0.0,0
2397,MACALO,4,1,63.4,19.0,2021,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2398,DIOSS1,4,1,61.1,17.2,2021,17.5,Understory,6-11,Alive,54,Intermediate,0.50,226.21,0.01,0.16,0.08,100.00,7.75,50.00,157.75,0.20,0.10,22.2,5
2398A,DIPLMA,4,1,62.0,15.7,2021,11,Understory,1-5,Alive,6,Young,5.50,592.93,0.03,0.10,0.05,"1,100.00",4.87,550.00,"1,654.87",0.00,0.00,16.2,0
2400,RYPAKU,4,1,76.7,13.1,2021,0.0,Dead,0,Dead,0,Dead,11.00,0.00,0.00,0.00,0.00,"2,200.00",0.00,"1,100.00","3,300.00",0.00,0.00,0.0,0
2401,XANTEU,4,1,78.8,14.1,2021,14.8,Understory,6-11,Alive,55,Intermediate,16.00,"4,275.45",0.20,0.13,0.07,"3,200.00",6.56,"1,600.00","4,806.56",0.00,0.00,19.9,15
2402,PIMEGR,4,1,79.0,13.3,2021,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,0
2403,DIPTC1,4,1,79.5,12.4,2021,0.0,Dead,0,Dead,0,Dead,13.50,0.00,0.00,0.00,0.00,"2,700.00",0.00,"1,350.00","4,050.00",0.00,0.00,0.0,6
2405,SHORAC,4,1,78.5,10.2,2021,0.0,Dead,0,Dead,0,Dead,8.50,0.00,0.00,0.00,0.00,"1,700.00",0.00,850.00,"2,550.00",0.00,0.00,0.0,0
2406,ARCHBU,4,1,72.9,7.9,2021,0.0,Dead,0,Dead,0,Dead,11.50,0.00,0.00,0.00,0.00,"2,300.00",0.00,"1,150.00","3,450.00",0.00,0.00,0.0,0
2407,LITHEW,4,1,79.3,7.0,2021,21,Understory,6-11,Alive,55,Intermediate,3.00,"2,434.49",0.11,0.19,0.09,600.00,9.31,300.00,909.31,0.00,0.00,24.9,0
2408,CLE1SU,4,1,77.9,4.6,2021,24.1,Understory,6-11,Alive,55,Intermediate,4.50,"5,722.12",0.27,0.21,0.11,900.00,10.68,450.00,"1,360.68",2.30,1.15,26.9,0
2409,KNEMLA,4,1,80.0,3.6,2021,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,0
2410,ARCHBU,4,1,79.0,1.4,2021,18.9,Understory,6-11,Alive,54,Intermediate,11.50,"6,648.36",0.31,0.17,0.08,"2,300.00",8.37,"1,150.00","3,458.37",6.30,3.15,23.3,0
2410A,ALANEB,4,1,79.2,1.0,2021,13.2,Understory,1-5,Alive,9,Young,4.50,844.22,0.04,0.12,0.06,900.00,5.85,450.00,"1,355.85",0.60,0.30,18.4,5
2410B,SHORP1,4,1,76.0,0.4,2021,13.5,Understory,1-5,Alive,6,Young,12.00,"2,412.34",0.11,0.12,0.06,"2,400.00",5.98,"1,200.00","3,605.98",1.70,0.85,18.7,0
2411,QUERAR,5,1,85.1,5.4,2021,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,0
2412,DIPTC1,5,1,86.6,5.5,2021,0.0,Dead,0,Dead,0,Dead,13.50,0.00,0.00,0.00,0.00,"2,700.00",0.00,"1,350.00","4,050.00",0.00,0.00,0.0,6
2413,RYPAKU,5,1,89.7,5.8,2021,0.0,Dead,0,Dead,0,Dead,11.00,0.00,0.00,0.00,0.00,"2,200.00",0.00,"1,100.00","3,300.00",0.00,0.00,0.0,0
2414,CLE1SU,5,1,85.9,8.9,2021,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,0
2415,IXONIC,5,1,84.0,7.3,2021,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,0
2416,DIOSAP,5,1,81.0,5.4,2021,18.5,Understory,6-11,Alive,54,Intermediate,3.50,"1,889.71",0.09,0.16,0.08,700.00,8.20,350.00,"1,058.20",0.30,0.15,23.0,8
2417,VATIBE,5,1,85.6,13.7,2021,0.0,Dead,0,Dead,0,Dead,5.50,0.00,0.00,0.00,0.00,"1,100.00",0.00,550.00,"1,650.00",0.00,0.00,0.0,4
2418,MACALO,5,1,82.7,14.7,2021,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2419,MANGG1,5,1,85.0,16.3,2021,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,9
2420,MACALO,5,1,82.0,19.8,2021,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2421,MACALO,5,1,86.7,16.8,2021,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2422,DACRR2,5,1,92.2,17.2,2021,0.0,Dead,0,Dead,0,Dead,2.00,0.00,0.00,0.00,0.00,400.00,0.00,200.00,600.00,0.00,0.00,0.0,15
2423,OCHAAM,5,1,95.6,17.4,2021,14.9,Understory,6-11,Alive,56,Intermediate,10.00,"2,728.77",0.13,0.13,0.07,"2,000.00",6.60,"1,000.00","3,006.60",-4.80,-2.40,20.0,0
2423A,MACALO,5,1,95.0,18.2,2021,19.2,Understory,6-11,Alive,28,Intermediate,17.00,"10,336.38",0.49,0.17,0.09,"3,400.00",8.51,"1,700.00","5,108.51",4.30,2.15,23.6,0
2423B,ALANEB,5,1,95.4,17.2,2021,11,Understory,1-5,Alive,9,Young,4.50,485.13,0.02,0.10,0.05,900.00,4.87,450.00,"1,354.87",0.20,0.10,16.2,5
2423C,OCHAAM,5,1,92.0,0.4,2021,10.5,Understory,1-5,Alive,6,Young,10.00,937.74,0.04,0.09,0.05,"2,000.00",4.65,"1,000.00","3,004.65",0.20,0.10,15.6,0
2424,SCOLSP,5,1,96.5,15.2,2021,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,0
2425,KOILLO,5,1,94.2,11.7,2021,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,0
2425A,HORSPS,5,1,0.0,0.0,2021,0.0,Dead,0,Dead,0,Dead,1.00,0.00,0.00,0.00,0.00,200.00,0.00,100.00,300.00,0.00,0.00,0.0,0
2426,DACRR2,5,1,98.1,16.3,2021,15,Understory,6-11,Alive,54,Intermediate,2.00,557.25,0.03,0.13,0.07,400.00,6.65,200.00,606.65,0.10,0.05,20.1,15
2426A,QUERAR,5,1,98.0,17.1,2021,14.5,Understory,6-11,Alive,9,Young,4.50,"1,128.31",0.05,0.13,0.06,900.00,6.42,450.00,"1,356.42",0.30,0.15,19.7,0
2427,SHORP2,5,1,99.1,19.4,2021,47,Canopy,18-23,Alive,30,Intermediate,11.50,"142,260.14",6.69,0.42,0.21,"2,300.00",20.83,"1,150.00","3,470.83",0.00,0.00,37.0,0
2427A,DILLSU,5,1,90.0,19.0,2021,13,Understory,1-5,Alive,30,Intermediate,2.00,358.04,0.02,0.12,0.06,400.00,5.76,200.00,605.76,-0.60,-0.30,18.2,0
2428,SCA1SP,5,1,98.4,7.7,2021,0.0,Dead,0,Dead,0,Dead,6.00,0.00,0.00,0.00,0.00,"1,200.00",0.00,600.00,"1,800.00",0.00,0.00,0.0,0
2429,ATUNEX,5,1,96.7,3.3,2021,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,7
2430,SHORP2,5,1,97.4,2.1,2021,45.1,Canopy,18-23,Alive,59,Intermediate,11.50,"123,036.07",5.78,0.40,0.20,"2,300.00",19.98,"1,150.00","3,469.98",1.50,0.75,36.4,0
2430A,ELATTA,5,1,96.1,2.3,2021,11.2,Understory,1-5,Alive,9,Young,3.50,398.35,0.02,0.10,0.05,700.00,4.96,350.00,"1,054.96",-0.10,-0.05,16.4,9
2430B,PARKSP,5,1,99.2,3.5,2021,12.8,Understory,1-5,Alive,6,Young,1.50,256.07,0.01,0.11,0.06,300.00,5.67,150.00,455.67,0.10,0.05,18.0,18
2431,RYPAAC,5,1,93.7,4.3,2021,32.5,Canopy,12-17,Alive,58,Intermediate,2.00,"6,904.62",0.32,0.29,0.14,400.00,14.40,200.00,614.40,0.40,0.20,31.5,0
2432,POL1JE,5,1,93.2,2.3,2021,18.7,Understory,6-11,Alive,58,Intermediate,3.00,"1,676.35",0.08,0.17,0.08,600.00,8.29,300.00,908.29,-0.80,-0.40,23.2,0
2432A,MONOMA,5,1,0.0,0.0,2021,0.0,Dead,0,Dead,0,Dead,15.00,0.00,0.00,0.00,0.00,"3,000.00",0.00,"1,500.00","4,500.00",0.00,0.00,0.0,11
2432B,DIOSSU,5,1,92.5,1.2,2021,10.9,Understory,1-5,Alive,9,Young,1.00,104.89,0.00,0.10,0.05,200.00,4.83,100.00,304.83,0.80,0.40,16.1,8
2432C,DIOSBU,5,1,91.2,0.5,2021,13.1,Understory,1-5,Alive,9,Young,5.00,916.38,0.04,0.12,0.06,"1,000.00",5.80,500.00,"1,505.80",0.40,0.20,18.3,0
2433,KOOMMA,6,1,80.5,21.0,2021,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,7
2434,DIOSLA,6,1,81.6,20.6,2021,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,8
2435,GONYMA,6,1,84.7,22.3,2021,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,16
2436,SHORM2,6,1,86.6,24.5,2021,0.0,Dead,0,Dead,0,Dead,14.00,0.00,0.00,0.00,0.00,"2,800.00",0.00,"1,400.00","4,200.00",0.00,0.00,0.0,0
2437,SHORP2,6,1,85.8,25.5,2021,0.0,Dead,0,Dead,0,Dead,11.50,0.00,0.00,0.00,0.00,"2,300.00",0.00,"1,150.00","3,450.00",0.00,0.00,0.0,0
2438,ANTICO,6,1,81.1,27.4,2021,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,0
2439,CRY1GR,6,1,80.3,26.9,2021,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,5
2440,MACALO,6,1,83.2,29.4,2021,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2441,MYRIM1,6,1,82.4,30.2,2021,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,0
2441A,XANTRU,6,1,80.8,28.2,2021,14.8,Understory,6-11,Alive,9,Young,4.00,"1,068.86",0.05,0.13,0.07,800.00,6.56,400.00,"1,206.56",0.30,0.15,19.9,6
2441B,MACAHY,6,1,81.8,30.5,2021,13.5,Understory,1-5,Alive,9,Young,1.00,201.03,0.01,0.12,0.06,200.00,5.98,100.00,305.98,1.10,0.55,18.7,10
2441C,CROTLA,6,1,81.6,28.0,2021,13.2,Understory,1-5,Alive,6,Young,11.00,"2,063.65",0.10,0.12,0.06,"2,200.00",5.85,"1,100.00","3,305.85",0.70,0.35,18.4,5
2442,MACALO,6,1,86.7,29.3,2021,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2443,BHESPA,6,1,89.1,29.5,2021,0.0,Dead,0,Dead,0,Dead,1.00,0.00,0.00,0.00,0.00,200.00,0.00,100.00,300.00,0.00,0.00,0.0,0
2443A,MACACO,6,1,81.2,22.2,2021,11.2,Understory,1-5,Alive,6,Young,1.50,170.72,0.01,0.10,0.05,300.00,4.96,150.00,454.96,0.40,0.20,16.4,0
2444,KNEMFU,6,1,86.7,30.2,2021,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,0
2445,NEOSKI,6,1,88.4,32.1,2021,0.0,Dead,0,Dead,0,Dead,6.50,0.00,0.00,0.00,0.00,"1,300.00",0.00,650.00,"1,950.00",0.00,0.00,0.0,0
2445A,MACAHY,6,1,89.3,31.0,2021,18.4,Understory,6-11,Alive,9,Young,1.00,530.66,0.02,0.16,0.08,200.00,8.15,100.00,308.15,1.60,0.80,23.0,10
2446,MEL1FU,6,1,89.2,32.7,2021,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,0
2446A,AIDICO,6,1,89.8,34.2,2021,12.1,Understory,1-5,Alive,6,Young,2.00,287.61,0.01,0.11,0.05,400.00,5.36,200.00,605.36,0.20,0.10,17.3,0
2447,MESUFE,6,1,86.8,32.4,2021,0.0,Dead,0,Dead,0,Dead,7.50,0.00,0.00,0.00,0.00,"1,500.00",0.00,750.00,"2,250.00",0.00,0.00,0.0,0
2448,SCA2LI,6,1,86.4,33.0,2021,0.0,Dead,0,Dead,0,Dead,1.00,0.00,0.00,0.00,0.00,200.00,0.00,100.00,300.00,0.00,0.00,0.0,7
2448A,DACRR1,6,1,0.0,0.0,2021,0.0,Dead,0,Dead,0,Dead,22.00,0.00,0.00,0.00,0.00,"4,400.00",0.00,"2,200.00","6,600.00",0.00,0.00,0.0,0
2449,EUGECL,6,1,86.9,33.8,2021,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,0
2450,XANTRU,6,1,82.9,34.9,2021,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,6
2451,XANTEU,6,1,82.4,35.7,2021,0.0,Dead,0,Dead,0,Dead,16.00,0.00,0.00,0.00,0.00,"3,200.00",0.00,"1,600.00","4,800.00",-17.70,-8.85,0.0,15
2452,PAROVA,6,1,85.3,38.4,2021,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,6
2452A,GARCPA,6,1,0.0,0.0,2021,0.0,Dead,0,Dead,0,Dead,2.00,0.00,0.00,0.00,0.00,400.00,0.00,200.00,600.00,0.00,0.00,0.0,0
2453,PAR1OB,6,1,85.1,39.4,2021,26.5,Understory,6-11,Alive,56,Intermediate,1.50,"2,609.99",0.12,0.23,0.12,300.00,11.74,150.00,461.74,0.00,0.00,28.4,7
2453A,ARDICO,6,1,86.0,39.0,2021,15.2,Understory,6-11,Alive,9,Young,1.50,435.56,0.02,0.13,0.07,300.00,6.74,150.00,456.74,0.00,0.00,20.3,16
2453B,DIPTC1,6,1,86.0,39.2,2021,16.3,Understory,6-11,Alive,6,Young,13.50,"4,879.76",0.23,0.14,0.07,"2,700.00",7.22,"1,350.00","4,057.22",3.20,1.60,21.2,6
2454,DIPLMA,6,1,89.3,37.7,2021,17.1,Understory,6-11,Alive,55,Intermediate,5.50,"2,312.51",0.11,0.15,0.08,"1,100.00",7.58,550.00,"1,657.58",0.70,0.35,21.9,0
2454A,SCA1SP,6,1,89.5,36.5,2021,0.0,Dead,0,Dead,0,Dead,6.00,0.00,0.00,0.00,0.00,"1,200.00",0.00,600.00,"1,800.00",-10.40,-5.20,0.0,0
2454B,NEOBHE,6,1,93.0,36.6,2021,17.1,Understory,6-11,Alive,9,Young,5.00,"2,102.28",0.10,0.15,0.08,"1,000.00",7.58,500.00,"1,507.58",-0.30,-0.15,21.9,0
2455,KNEMSC,6,1,81.6,38.5,2021,0.0,Dead,0,Dead,0,Dead,7.50,0.00,0.00,0.00,0.00,"1,500.00",0.00,750.00,"2,250.00",0.00,0.00,0.0,0
2456,NEOBHE,6,1,81.7,39.0,2021,54.8,Canopy,18-23,Alive,62,Mature,5.00,"106,729.01",5.02,0.49,0.24,"1,000.00",24.28,500.00,"1,524.28",0.70,0.35,39.2,0
2456A,CANALL,6,1,81.2,39.7,2021,11.5,Understory,1-5,Alive,6,Young,1.00,123.26,0.01,0.10,0.05,200.00,5.10,100.00,305.10,0.70,0.35,16.7,24
2457,MEL1FU,6,1,92.4,35.0,2021,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,0
2458,MEMEO2,6,1,93.2,39.8,2021,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,0
2459,CYATRA,6,1,96.9,37.7,2021,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,0
2460,XYLOM2,6,1,98.6,36.9,2021,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,0
2461,DYERCO,6,1,97.8,34.7,2021,0.0,Dead,0,Dead,0,Dead,1.00,0.00,0.00,0.00,0.00,200.00,0.00,100.00,300.00,0.00,0.00,0.0,0
2462,EUGESA,6,1,98.1,34.2,2021,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,0
2463,POL1SU,6,1,98.3,31.5,2021,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,0
2464,BEILDI,6,1,97.4,31.2,2021,0.0,Dead,0,Dead,0,Dead,5.00,0.00,0.00,0.00,0.00,"1,000.00",0.00,500.00,"1,500.00",0.00,0.00,0.0,6
2465,SANTLA,6,1,93.6,29.9,2021,18.1,Understory,6-11,Alive,9,Young,9.00,"4,532.16",0.21,0.16,0.08,"1,800.00",8.02,900.00,"2,708.02",-0.40,-0.20,22.7,4
2465A,ARTOIS,6,1,94.0,28.5,2021,15.5,Understory,6-11,Alive,9,Young,3.50,"1,080.33",0.05,0.14,0.07,700.00,6.87,350.00,"1,056.87",-0.20,-0.10,20.6,6
2465B,MACALO,6,1,94.8,26.0,2021,12.4,Understory,1-5,Alive,9,Young,17.00,"2,633.94",0.12,0.11,0.05,"3,400.00",5.49,"1,700.00","5,105.49",0.00,0.00,17.6,0
2466,ARCHBU,6,1,97.1,26.6,2021,0.0,Dead,0,Dead,0,Dead,11.50,0.00,0.00,0.00,0.00,"2,300.00",0.00,"1,150.00","3,450.00",0.00,0.00,0.0,0
2467,SANTLA,6,1,98.9,23.6,2021,41.3,Canopy,12-17,Alive,61,Mature,9.00,"70,790.15",3.33,0.37,0.18,"1,800.00",18.30,900.00,"2,718.30",0.90,0.45,35.1,4
2467A,GARCMA,6,1,99.0,22.1,2021,12.7,Understory,1-5,Alive,9,Young,1.50,250.00,0.01,0.11,0.06,300.00,5.63,150.00,455.63,0.10,0.05,17.9,8
2467B,DIPTC1,6,1,99.5,26.4,2021,15.8,Understory,6-11,Alive,9,Young,13.50,"4,424.84",0.21,0.14,0.07,"2,700.00",7.00,"1,350.00","4,057.00",1.10,0.55,20.8,6
2468,DRYPKI,6,1,99.7,21.0,2021,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,9
2469,SANTLA,6,1,98.2,20.3,2021,30.7,Canopy,12-17,Alive,61,Mature,9.00,"25,623.01",1.20,0.27,0.14,"1,800.00",13.60,900.00,"2,713.60",2.00,1.00,30.6,4
2469A,GARCPA,6,1,99.6,20.4,2021,11.8,Understory,1-5,Alive,9,Young,2.00,266.51,0.01,0.10,0.05,400.00,5.23,200.00,605.23,0.40,0.20,17.0,0
2470,MESURA,6,1,94.5,20.7,2021,0.0,Dead,0,Dead,0,Dead,8.00,0.00,0.00,0.00,0.00,"1,600.00",0.00,800.00,"2,400.00",0.00,0.00,0.0,0
2471,POL1SU,6,1,93.4,22.8,2021,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,0
2471A,EUGERI,6,1,93.5,25.4,2021,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,0
2472,XERONO,6,1,91.3,21.9,2021,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,11
2473,MACALO,6,1,89.4,23.7,2021,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2474,BOUEOP,7,1,62.9,22.2,2021,26.4,Understory,6-11,Alive,58,Intermediate,1.00,"1,718.29",0.08,0.23,0.12,200.00,11.70,100.00,311.70,8.30,4.15,28.3,0
2475,SANDKO,7,1,63.7,22.0,2021,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,2
2476,IXONIC,7,1,64.4,23.5,2021,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,0
2477,XANTEU,7,1,71.0,25.2,2021,0.0,Dead,0,Dead,0,Dead,16.00,0.00,0.00,0.00,0.00,"3,200.00",0.00,"1,600.00","4,800.00",0.00,0.00,0.0,15
2477A,GONYMA,7,1,0.0,0.0,2021,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,16
2478,SHORM2,7,1,62.6,27.0,2021,36.3,Canopy,12-17,Alive,57,Intermediate,14.00,"70,495.09",3.31,0.32,0.16,"2,800.00",16.08,"1,400.00","4,216.08",1.10,0.55,33.1,0
2478A,DACRRO,7,1,62.2,25.4,2021,22.4,Understory,6-11,Alive,37,Intermediate,4.50,"4,503.61",0.21,0.20,0.10,900.00,9.93,450.00,"1,359.93",0.50,0.25,25.8,7
2478B,SHORP1,7,1,64.6,26.0,2021,16.4,Understory,6-11,Alive,6,Young,12.00,"4,421.88",0.21,0.15,0.07,"2,400.00",7.27,"1,200.00","3,607.27",1.80,0.90,21.3,0
2480,CROTLA,7,1,64.7,30.9,2021,0.0,Dead,0,Dead,0,Dead,11.00,0.00,0.00,0.00,0.00,"2,200.00",0.00,"1,100.00","3,300.00",0.00,0.00,0.0,5
2481,IXONIC,7,1,64.1,33.5,2021,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,0
2482,XERONO,7,1,66.2,33.9,2021,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,11
2483,ALPHEL,7,1,71.1,34.1,2021,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,0
2484,DIALWA,7,1,70.5,35.3,2021,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,0
2486,BACCRE,7,1,66.4,38.1,2021,0.0,Dead,0,Dead,0,Dead,5.00,0.00,0.00,0.00,0.00,"1,000.00",0.00,500.00,"1,500.00",0.00,0.00,0.0,0
2487,ARTOIS,7,1,68.3,38.9,2021,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",-30.30,-15.15,0.0,6
